vds,wg,nfing,gdg,gsg,batchNum,vgs,Pout,PAE,ACPR,Tj,GainComp,Gain,ACPR_2nd,Psat,PBO,Gain_SS,Pdel_dBm,EVM,area
20,50.0,2,22,78,103,-1.2,3.3013800000000004,-11.19624,-31.34944,90.17644,1.5856,11.90311,-51.19668,25.18696,-3.9146400000000003,12.3561,-14.47083,8.02246,100.0
20,50.0,2,52,33,149,-1.2,3.20235,-11.78852,-31.40976,84.80684000000001,1.7156099999999999,11.53378,-51.67443,25.05469,-3.59869,12.0924,-15.358460000000001,8.02089,100.0
20,50.0,2,52,48,104,-1.2,3.17075,-12.49507,-31.42274,88.12714,1.70776,11.38139,-51.95191,25.01161,-3.55631,11.96561,-15.96671,8.02417,100.0
20,50.0,2,52,78,105,-1.2,3.1589099999999997,-13.6027,-31.46817,85.93585999999999,1.6275700000000002,11.15218,-50.10485,24.995379999999997,-3.5187,11.755230000000001,-16.44742,8.018510000000001,100.0
20,50.0,4,22,33,106,-1.2,3.25734,-9.4948,-30.74778,95.26626999999999,1.7203,11.95608,-50.76493,28.13893,-3.92901,12.40807,-16.45816,8.01604,200.0
20,50.0,4,22,48,107,-1.2,3.2579700000000003,-10.69455,-30.774759999999997,95.3359,1.63814,11.824819999999999,-50.95308,28.139770000000002,-3.9298900000000003,12.28758,-17.113870000000002,8.0154,200.0
20,50.0,4,22,78,108,-1.2,3.2665599999999997,-12.20958,-30.781670000000002,90.46956,1.5356100000000001,11.59678,-51.30253,28.1512,-3.8915,12.103760000000001,-18.86355,8.02097,200.0
20,50.0,4,52,33,150,-1.2,3.213,-11.98821,-30.88328,87.25955,1.76089,11.63279,-51.37303,28.07941,-3.6793400000000003,12.21855,-18.46709,8.02317,200.0
20,50.0,4,52,48,109,-1.2,3.18038,-12.80923,-30.931490000000004,89.16835999999999,1.69205,11.404919999999999,-51.63094,28.035090000000004,-3.6455800000000003,12.00168,-19.09998,8.01525,200.0
20,50.0,4,52,78,110,-1.2,3.1206099999999997,-14.0719,-30.98863,87.4003,1.61399,11.01228,-50.213229999999996,27.952690000000004,-3.55989,11.64926,-19.657729999999997,8.02386,200.0
20,50.0,6,22,33,111,-1.2,3.2404,-12.112860000000001,-30.38662,96.31251,1.8218,11.91993,-50.51812,29.877190000000002,-3.6140800000000004,12.5287,-19.870739999999998,8.02253,300.0
20,50.0,6,22,48,112,-1.2,3.2290200000000002,-12.899560000000001,-30.4008,96.40534,1.7030299999999998,11.73195,-50.68128,29.86192,-3.6411,12.33976,-20.797320000000003,8.02143,300.0
20,50.0,6,22,78,113,-1.2,3.20502,-14.365620000000002,-30.4284,91.19896,1.55037,11.38119,-50.995909999999995,29.829520000000002,-3.6307199999999997,12.01263,-21.44107,8.01972,300.0
20,50.0,6,52,33,151,-1.2,3.28055,-11.167010000000001,-30.377090000000003,88.5617,1.78865,11.62759,-50.698190000000004,29.93068,-3.83605,12.19779,-19.6426,8.02299,300.0
20,50.0,6,52,48,114,-1.2,3.25516,-12.14119,-30.40042,90.13208,1.65514,11.3786,-50.918929999999996,29.89694,-3.84659,11.94721,-20.62769,8.0215,300.0
20,50.0,6,52,78,115,-1.2,3.19809,-14.03471,-30.47349,88.33951,1.49661,10.924389999999999,-50.29699,29.820120000000003,-3.7778400000000003,11.519039999999999,-21.47697,8.02396,300.0
20,62.5,2,22,33,1041,-1.2,3.17733,-11.433489999999999,-31.175179999999997,94.36895,1.71145,11.78783,-51.22527,25.989720000000002,-3.44887,12.2962,-15.51635,8.01816,125.0
20,62.5,2,22,48,1042,-1.2,3.17441,-11.78058,-31.18161,95.29528,1.6713799999999999,11.72658,-51.3326,25.98574,-3.4582800000000002,12.23864,-15.973310000000001,8.01747,125.0
20,62.5,2,22,78,1043,-1.2,3.18882,-12.58208,-31.17602,92.29661,1.60087,11.649569999999999,-51.519040000000004,26.0054,-3.46295,12.17872,-16.91989,8.01678,125.0
20,62.5,2,52,33,153,-1.2,3.17804,-11.71588,-31.27498,87.88271,1.71839,11.48287,-51.63093,25.9907,-3.6430599999999997,12.03468,-16.445829999999997,8.01801,125.0
20,62.5,2,52,48,1044,-1.2,3.16062,-12.24911,-31.29512,90.25583,1.67134,11.358239999999999,-51.79631,25.966820000000002,-3.63657,11.91059,-16.841079999999998,8.01741,125.0
20,62.5,2,52,78,1045,-1.2,3.16175,-13.27157,-31.29135,88.05833,1.58924,11.190999999999999,-49.67049,25.96837,-3.60771,11.75663,-17.290370000000003,8.01645,125.0
20,62.5,4,22,33,1046,-1.2,3.15631,-11.67395,-30.567840000000004,99.82983,1.7551299999999999,11.56226,-51.0588,28.9712,-3.8445300000000002,12.13115,-19.37395,8.01342,250.0
20,62.5,4,22,48,1047,-1.2,3.1650400000000003,-12.54451,-30.579320000000003,98.80958000000001,1.6759400000000002,11.46668,-50.52899,28.9832,-3.85753,12.04572,-19.95968,8.02395,250.0
20,62.5,4,22,78,1048,-1.2,3.18392,-14.0517,-30.601370000000003,93.22584,1.56413,11.30209,-49.965790000000005,29.00902,-3.8425599999999998,11.9122,-20.59805,8.022160000000001,250.0
20,62.5,4,52,33,154,-1.2,3.15388,-12.74922,-30.682509999999997,90.67398,1.7674,11.31293,-50.22675,28.96785,-3.6234800000000003,11.95551,-20.10083,8.0225,250.0
20,62.5,4,52,48,1049,-1.2,3.13288,-13.554229999999999,-30.71048,91.88206,1.6993900000000002,11.14673,-49.992490000000004,28.938840000000003,-3.61845,11.7964,-20.43303,8.021410000000001,250.0
20,62.5,4,52,78,1050,-1.2,3.09945,-14.483220000000001,-30.75824,89.70773,1.60762,10.867289999999999,-50.255,28.89225,-3.5784,11.5404,-20.958560000000002,8.01982,250.0
20,62.5,6,22,33,1051,-1.2,3.18755,-11.97533,-30.019109999999998,101.67256,1.76965,11.487160000000001,-50.483709999999995,30.77488,-4.0017,12.09406,-21.483620000000002,8.01928,375.0
20,62.5,6,22,78,1053,-1.2,3.20528,-15.258339999999999,-30.00662,94.6454,1.4063700000000001,11.01727,-50.62975,30.79898,-3.6398,11.64841,-23.07396,8.01735,375.0
20,62.5,6,52,33,155,-1.2,3.20063,-11.950330000000001,-30.043429999999997,93.0093,1.7419099999999998,11.29578,-50.31532,30.792659999999998,-3.84765,11.909,-21.561989999999998,8.01905,375.0
20,62.5,6,52,48,1054,-1.2,3.2017,-13.296339999999999,-30.032840000000004,92.83426999999999,1.58633,11.10524,-50.11079,30.79412,-3.8884800000000004,11.71669,-22.16023,8.018239999999999,375.0
20,62.5,6,52,78,1055,-1.2,3.17634,-15.081570000000001,-30.0135,91.05884,1.39199,10.71773,-50.636829999999996,30.759590000000003,-3.89316,11.3508,-23.26725,8.016960000000001,375.0
20,75.0,2,22,33,121,-1.2,3.16076,-12.511280000000001,-31.19165,98.13571,1.65615,11.131089999999999,-49.3042,26.75882,-3.74349,11.72311,-17.842589999999998,8.01507,150.0
20,75.0,2,22,48,122,-1.2,3.1682,-12.97771,-31.18807,97.54021999999999,1.62036,11.08985,-49.314609999999995,26.769029999999997,-3.7471,11.68679,-18.0499,8.0148,150.0
20,75.0,2,22,78,123,-1.2,3.19282,-13.835220000000001,-31.173859999999998,94.24136,1.5608799999999998,11.03157,-49.45335,26.802659999999996,-3.7447199999999996,11.64617,-18.46548,8.01437,150.0
20,75.0,2,52,33,157,-1.2,3.14847,-13.726729999999998,-31.199240000000003,90.38739,1.68485,10.96599,-49.569990000000004,26.741909999999997,-3.5853099999999998,11.61563,-18.41055,8.02137,150.0
20,75.0,2,52,48,124,-1.2,3.1334400000000002,-14.08266,-31.219070000000002,92.16808,1.6508,10.8639,-49.65995,26.72113,-3.5792699999999997,11.51908,-18.61684,8.01879,150.0
20,75.0,2,52,78,125,-1.2,3.14086,-14.71309,-31.22989,89.52727,1.5862,10.73833,-49.81753,26.7314,-3.5560400000000003,11.406930000000001,-19.07282,8.01477,150.0
20,75.0,4,22,33,126,-1.2,3.10518,-13.81974,-30.50964,102.5382,1.7627599999999999,11.09065,-50.13933,29.692079999999997,-3.7794199999999996,11.771460000000001,-21.31438,8.02082,300.0
20,75.0,4,22,48,127,-1.2,3.1135900000000003,-14.396379999999999,-30.511129999999998,100.60676,1.69225,11.01248,-50.34636,29.70383,-3.7970699999999997,11.70243,-21.6315,8.01907,300.0
20,75.0,4,22,78,128,-1.2,3.1287700000000003,-15.04659,-30.51778,94.6048,1.59061,10.877930000000001,-50.67712,29.72496,-3.3409699999999996,11.58883,-22.145229999999998,8.01728,300.0
20,75.0,4,52,33,158,-1.2,3.11808,-13.93704,-30.42268,94.87312,1.6500099999999998,10.84119,-50.03366,29.710079999999998,-3.66745,11.49793,-21.547060000000002,8.0202,300.0
20,75.0,4,52,48,129,-1.2,3.1151,-14.6091,-30.440859999999997,94.32794,1.57185,10.7075,-50.324020000000004,29.70593,-3.6659300000000004,11.37453,-21.99855,8.017719999999999,300.0
20,75.0,4,52,78,130,-1.2,3.10701,-15.181120000000002,-30.446659999999998,91.03425,1.46502,10.48627,-50.923790000000004,29.694640000000003,-3.63691,11.17193,-22.659760000000002,8.0167,300.0
20,75.0,6,22,33,131,-1.2,3.09675,-13.37525,-30.03323,105.62425,1.84474,11.04349,-50.668479999999995,31.441190000000002,-3.49264,11.75919,-22.91402,8.01563,450.0
20,75.0,6,52,33,159,-1.2,3.08735,-14.364410000000001,-30.087790000000002,92.08601,1.85329,11.00044,-50.8488,31.427979999999998,-3.4003400000000004,11.772,-23.42012,8.02405,450.0
20,75.0,6,52,48,134,-1.2,2.83031,-14.625129999999999,-30.09158,93.7683,1.75273,10.8379,-50.93336,31.050459999999998,-3.45948,11.61053,-23.69105,8.02362,450.0
20,75.0,6,52,78,135,-1.2,3.02623,-14.838579999999999,-30.094279999999998,90.97001,1.60291,10.52489,-51.07999,31.34115,-3.48904,11.30748,-24.17474,8.02253,450.0
20,87.5,2,22,33,1061,-1.2,3.10253,-15.081,-31.12823,99.79035,1.7242099999999998,10.8525,-50.011540000000004,27.34755,-3.3691199999999997,11.5784,-19.718220000000002,8.02299,175.0
20,87.5,2,22,48,1062,-1.2,3.1078099999999997,-15.23909,-31.12626,99.04160999999999,1.6956,10.823139999999999,-50.09332,27.35493,-3.3736699999999997,11.55448,-19.8833,8.02259,175.0
20,87.5,2,22,78,1063,-1.2,3.12485,-15.5002,-31.115370000000002,95.53239,1.64724,10.789639999999999,-50.21966,27.37867,-3.37437,11.53171,-20.16801,8.02195,175.0
20,87.5,2,52,33,129,-1.2,3.1421200000000002,-14.35966,-31.14475,92.28709,1.71776,10.63395,-49.88787,27.40261,-3.1246,11.34018,-19.61381,8.02383,175.0
20,87.5,2,52,48,1064,-1.2,3.13353,-14.547939999999999,-31.158509999999996,93.53809,1.68848,10.55875,-50.044140000000006,27.39072,-3.12148,11.26907,-19.80208,8.0232,175.0
20,87.5,2,52,78,1065,-1.2,3.1469400000000003,-14.86612,-31.16347,90.82760999999999,1.63196,10.46992,-50.32043,27.409270000000003,-3.10466,11.19078,-20.17746,8.0222,175.0
20,87.5,4,22,33,1066,-1.2,3.0798400000000004,-14.741829999999998,-30.35428,105.8868,1.73755,10.635069999999999,-50.6095,30.32596,-3.3645400000000003,11.36616,-22.75618,8.015369999999999,350.0
20,87.5,4,22,48,1067,-1.2,3.09668,-15.02941,-30.3088,103.63339,1.6673099999999998,10.58446,-50.835370000000005,30.34964,-3.39285,11.323319999999999,-23.08156,8.01517,350.0
20,87.5,4,22,78,1068,-1.2,3.12845,-15.4568,-30.2782,97.04411999999999,1.5619399999999999,10.499080000000001,-51.21764,30.39398,-3.40616,11.25346,-23.557570000000002,8.01483,350.0
20,87.5,4,52,33,130,-1.2,3.08315,-15.110879999999998,-30.31757,96.30183000000001,1.7119,10.583160000000001,-50.69493,30.33063,-3.2934900000000003,11.33429,-23.15679,8.015080000000001,350.0
20,87.5,4,52,48,1069,-1.2,3.09045,-15.39144,-30.30955,95.57772,1.64505,10.50328,-50.95514,30.3409,-3.3142099999999997,11.26377,-23.43599,8.01488,350.0
20,87.5,4,52,78,1070,-1.2,3.10452,-15.80236,-30.300320000000003,91.21392,1.5468899999999999,10.37134,-51.33367,30.36063,-3.3111900000000003,11.14545,-23.85512,8.01453,350.0
20,100.0,2,22,33,141,-1.2,2.88757,-14.93725,-31.1106,102.30183000000001,1.72003,10.346960000000001,-50.569790000000005,27.61562,-3.34615,11.1097,-20.83875,8.01858,200.0
20,100.0,2,22,48,142,-1.2,2.89792,-15.09596,-31.1051,100.99403000000001,1.69327,10.32962,-50.70101,27.631159999999998,-3.34911,11.09708,-20.99557,8.01832,200.0
20,100.0,2,22,78,143,-1.2,2.9226900000000002,-15.3581,-31.08997,96.97596,1.64783,10.31783,-50.92442,27.668129999999998,-3.3475,11.08967,-21.23838,8.01791,200.0
20,100.0,2,52,33,133,-1.2,3.13023,-14.78367,-31.15516,94.48252,1.7338099999999999,10.23414,-50.76912,27.96606,-3.1625400000000004,11.00688,-20.92122,8.02415,200.0
20,100.0,2,52,48,144,-1.2,3.12952,-14.92645,-31.16035,94.53063,1.70875,10.181410000000001,-50.91053,27.96507,-3.15741,10.95784,-21.05538,8.0226,200.0
20,100.0,2,52,78,145,-1.2,3.1434,-15.178510000000001,-31.165129999999998,91.85698000000001,1.66373,10.11714,-51.14772,27.98429,-3.14256,10.89988,-21.3064,8.02012,200.0
20,100.0,4,22,33,146,-1.2,2.81565,-14.568760000000001,-30.33124,108.10802,1.7817,10.208860000000001,-51.0325,30.51639,-3.3852300000000004,10.98623,-23.639570000000003,8.022089999999999,400.0
20,100.0,4,22,48,147,-1.2,2.8353,-14.799389999999999,-30.29403,104.6563,1.7159099999999998,10.17662,-51.24279,30.546590000000002,-3.41192,10.95837,-23.90166,8.02175,400.0
20,100.0,4,22,78,148,-1.2,2.8572900000000003,-15.09748,-30.26009,98.51404000000001,1.62058,10.10103,-51.53066,30.580140000000004,-3.42929,10.89323,-24.25374,8.02115,400.0
20,100.0,4,52,33,134,-1.2,2.85338,-14.855,-30.2569,98.45079,1.73862,10.15237,-51.110409999999995,30.5742,-3.2804,10.92228,-24.01611,8.02164,400.0
20,100.0,4,52,48,149,-1.2,2.86309,-15.088420000000001,-30.2386,96.72873,1.67524,10.0943,-51.30506,30.58895,-3.30606,10.87192,-24.25682,8.02125,400.0
20,100.0,4,52,78,150,-1.2,3.12069,-15.388079999999999,-30.22607,94.09775,1.58765,9.97458,-51.562290000000004,30.9631,-3.31943,10.76377,-24.5629,8.02058,400.0
24,25.0,2,22,33,1,-1.2,4.25473,-8.60316,-31.7143,91.45115,1.7903200000000001,12.98152,-49.77494,23.27842,-3.92486,13.4045,-10.7248,8.02443,50.0
24,25.0,2,22,48,2,-1.2,4.23482,-9.40504,-31.762759999999997,93.78721,1.71445,12.81658,-50.03437,23.25805,-3.93286,13.243789999999999,-11.18811,8.02315,50.0
24,25.0,2,22,78,3,-1.2,4.22583,-10.930639999999999,-31.777109999999997,93.98331999999999,1.61225,12.5725,-50.525,23.248820000000002,-3.9105800000000004,13.018310000000001,-12.22079,8.02154,50.0
24,25.0,2,52,33,137,-1.2,3.9123900000000003,-13.40748,-31.76732,87.47369,1.8281900000000002,11.827589999999999,-51.42842,22.91412,-3.4242199999999996,12.5079,-14.07453,8.0233,50.0
24,25.0,2,52,48,4,-1.2,3.83511,-14.294279999999999,-31.8139,91.99305,1.7720799999999999,11.44323,-51.26725,22.827479999999998,-3.32597,12.13889,-14.458620000000002,8.02153,50.0
24,25.0,2,52,78,5,-1.2,3.7526599999999997,-14.934510000000001,-31.783520000000003,90.23544,1.6792,10.902330000000001,-50.6376,22.7331,-3.56555,11.63574,-15.153210000000001,8.02378,50.0
24,25.0,4,22,33,6,-1.2,4.22532,-8.88686,-31.51207,94.35197,1.7924099999999998,12.97283,-50.00891,26.2586,-3.96829,13.405870000000002,-13.89354,8.023010000000001,100.0
24,25.0,4,22,48,7,-1.2,4.1772800000000005,-10.66484,-31.6328,96.26231999999999,1.74203,12.6573,-50.455740000000006,26.20893,-3.91034,13.14744,-14.87155,8.02005,100.0
24,25.0,4,22,78,8,-1.2,3.98495,-11.80793,-31.746990000000004,94.34248000000001,1.7401799999999998,12.060939999999999,-51.18577,26.00423,-3.7079,12.657639999999999,-16.31225,8.02096,100.0
24,25.0,4,52,33,138,-1.2,4.15407,-8.187289999999999,-31.52855,89.28699,1.75458,12.30001,-50.50982,26.184739999999998,-4.01927,12.67572,-13.60469,8.024239999999999,100.0
24,25.0,4,52,48,9,-1.2,4.06458,-10.257610000000001,-31.64252,93.91155,1.66202,11.76421,-51.18043,26.09015,-3.88723,12.19797,-15.11755,8.02421,100.0
24,25.0,4,52,78,10,-1.2,4.11369,-12.54696,-31.728070000000002,92.54405,1.63265,10.82175,-50.10587,26.14232,-3.5258599999999998,11.393360000000001,-17.02771,8.01941,100.0
24,25.0,6,22,33,11,-1.2,3.93837,-10.0761,-31.33097,94.69084000000001,1.9224599999999998,13.11304,-50.15186,27.71407,-4.1097,13.65391,-16.21886,8.01795,150.0
24,25.0,6,22,48,12,-1.2,3.8976,-11.84945,-31.41767,97.46145,1.83582,12.78027,-50.523,27.668879999999998,-4.03078,13.370439999999999,-17.16422,8.02177,150.0
24,25.0,6,22,78,13,-1.2,3.71746,-12.5587,-31.655590000000004,93.29573,1.8151,12.13535,-51.19721,27.463379999999997,-3.8906400000000003,12.818430000000001,-18.273629999999997,8.01529,150.0
24,25.0,6,52,33,139,-1.2,4.1586,-11.06985,-31.3976,90.38534,1.8994900000000001,12.28765,-51.05495,27.95038,-4.05122,12.85977,-17.06186,8.01626,150.0
24,25.0,6,52,48,14,-1.2,4.0624199999999995,-12.52598,-31.537640000000003,92.94429000000001,1.82482,11.74461,-51.67892,27.84876,-3.9405300000000003,12.373489999999999,-18.56035,8.01903,150.0
24,25.0,6,52,78,15,-1.2,3.71268,-12.9345,-31.67773,91.89871,1.84132,10.77782,-50.64543,27.457790000000003,-3.6165300000000005,11.49456,-19.01988,8.02432,150.0
24,25.0,8,22,33,16,-1.2,3.79746,-8.54541,-31.01847,95.87308,2.02231,13.307960000000001,-49.76766,28.80524,-4.10254,13.81146,-16.59659,8.0176,200.0
24,25.0,8,22,48,17,-1.2,3.81619,-10.633410000000001,-31.15532,97.40886,1.87,13.01937,-50.171659999999996,28.8266,-4.0713,13.576929999999999,-17.71218,8.0168,200.0
24,25.0,8,22,78,18,-1.2,3.70761,-12.88798,-31.34967,93.37885,1.78888,12.36626,-50.8169,28.701240000000002,-3.9109199999999995,13.02869,-19.17923,8.015369999999999,200.0
24,25.0,8,52,33,140,-1.2,4.02619,-10.95471,-31.13881,88.8985,1.8733,12.481119999999999,-50.664429999999996,29.059240000000003,-3.76505,13.03097,-17.99921,8.019039999999999,200.0
24,25.0,8,52,48,19,-1.2,3.9710300000000003,-13.205689999999999,-31.291759999999996,92.72415,1.75196,11.9094,-51.38179,28.99933,-3.59006,12.52592,-20.00234,8.0238,200.0
24,25.0,8,52,78,20,-1.2,3.6791400000000003,-14.0653,-31.482940000000003,92.21687,1.74173,10.85336,-51.21604,28.667759999999998,-3.64776,11.5823,-20.569329999999997,8.02374,200.0
24,37.5,2,22,33,1081,-1.2,3.89238,-10.221219999999999,-31.611209999999996,97.37167,1.88537,12.88505,-49.87143,24.65276,-4.0069099999999995,13.42486,-13.287289999999999,8.02245,75.0
24,37.5,2,22,48,1082,-1.2,3.8807099999999997,-10.989360000000001,-31.63727,99.0564,1.8347099999999998,12.779010000000001,-50.04075,24.63973,-4.01306,13.32364,-13.6858,8.022210000000001,75.0
24,37.5,2,22,78,1083,-1.2,3.8829599999999997,-11.92148,-31.667720000000003,97.99549,1.75538,12.63365,-50.34332,24.64224,-4.012169999999999,13.1914,-14.323160000000001,8.02392,75.0
24,37.5,2,52,33,141,-1.2,3.83278,-9.31691,-31.56015,92.17491,1.8498900000000003,12.574639999999999,-49.80708,24.58575,-3.8687199999999997,13.038089999999999,-12.851180000000001,8.02487,75.0
24,37.5,2,52,48,1084,-1.2,3.7915900000000002,-10.22055,-31.619609999999998,96.75875,1.7630599999999998,12.31979,-50.06261,24.53882,-3.8502099999999997,12.78438,-13.342670000000002,8.02418,75.0
24,37.5,2,52,78,1085,-1.2,4.04758,-11.96241,-31.631859999999996,94.50413,1.63002,11.95903,-50.59772,24.822570000000002,-3.7681400000000003,12.448080000000001,-14.564860000000001,8.02191,75.0
24,37.5,4,22,33,1086,-1.2,3.90628,-7.73279,-31.25201,101.62778,1.85602,12.828,-50.014070000000004,27.67855,-4.0250900000000005,13.219320000000002,-14.95765,8.02474,150.0
24,37.5,4,22,48,1087,-1.2,3.9015,-8.69678,-31.312040000000003,103.14412,1.7699200000000002,12.659939999999999,-50.27323,27.67323,-4.01765,13.07501,-15.56594,8.01787,150.0
24,37.5,4,22,78,1088,-1.2,3.87713,-10.84032,-31.40137,99.76835,1.6798099999999998,12.34285,-50.80133,27.646009999999997,-3.95684,12.82485,-16.80309,8.016010000000001,150.0
24,37.5,4,52,33,142,-1.2,4.11775,-10.92308,-31.405490000000004,94.53674000000001,1.88285,12.37674,-50.7732,27.90751,-3.7750800000000004,12.93192,-16.7836,8.01563,150.0
24,37.5,4,52,48,1089,-1.2,4.05805,-11.9493,-31.471970000000002,98.23040999999999,1.8056900000000002,12.031460000000001,-51.11842,27.84409,-3.70129,12.61687,-17.74041,8.01483,150.0
24,37.5,4,52,78,1090,-1.2,3.92005,-13.21095,-31.579079999999998,96.19985,1.7601099999999998,11.42637,-51.812540000000006,27.69383,-3.50864,12.08435,-18.855320000000003,8.01988,150.0
24,37.5,6,22,33,1091,-1.2,3.9119800000000002,-10.05594,-31.007890000000003,102.64195,2.00687,12.94155,-50.339,29.445790000000002,-4.1810599999999996,13.51114,-17.97525,8.02148,225.0
24,37.5,6,22,48,1092,-1.2,3.9068699999999996,-11.3701,-31.07635,104.45303,1.8955799999999998,12.75559,-50.59965,29.44012,-3.77865,13.343129999999999,-18.63544,8.01912,225.0
24,37.5,6,22,78,1093,-1.2,3.87624,-12.78546,-31.198729999999998,98.99449,1.77057,12.39403,-51.153420000000004,29.40594,-3.71944,13.02825,-20.04166,8.02425,225.0
24,37.5,6,52,33,143,-1.2,3.9236,-8.5883,-30.9241,95.96025999999999,1.8421299999999998,12.42045,-50.73816,29.45867,-3.9735400000000003,12.86045,-17.32321,8.02228,225.0
24,37.5,6,52,48,1094,-1.2,3.90616,-10.60718,-31.00215,98.57055,1.6904700000000001,12.09574,-51.13743,29.439320000000002,-3.92436,12.556460000000001,-18.46278,8.01667,225.0
24,37.5,6,52,78,1095,-1.2,4.12357,-13.0501,-31.15397,96.99104,1.54926,11.49785,-50.17895,29.674559999999996,-3.78055,12.03106,-20.60547,8.022310000000001,225.0
24,37.5,8,22,33,1096,-1.2,3.8280000000000003,-8.42325,-30.577740000000002,104.44256999999999,1.9588700000000001,12.88996,-50.10045,30.60094,-4.14069,13.36566,-18.358079999999998,8.015080000000001,300.0
24,37.5,8,22,48,1097,-1.2,3.8555300000000003,-10.168989999999999,-30.634220000000003,105.37723999999999,1.78538,12.7006,-50.42638,30.63205,-4.19134,13.196570000000001,-19.34613,8.02496,300.0
24,37.5,8,22,78,1098,-1.2,3.85092,-12.9657,-30.74857,99.7982,1.58616,12.29137,-50.98397,30.626859999999997,-4.14305,12.85112,-21.5378,8.0213,300.0
24,37.5,8,52,33,144,-1.2,4.1422,-9.11149,-30.7319,94.92076999999999,1.9316400000000002,12.39587,-50.709379999999996,30.94353,-4.1841099999999996,12.90334,-18.91528,8.02492,300.0
24,37.5,8,52,48,1099,-1.2,4.10984,-10.650319999999999,-30.8093,98.75593,1.7773400000000001,12.08263,-51.07835,30.90946,-3.7793900000000002,12.59295,-20.05154,8.02244,300.0
24,37.5,8,52,78,1100,-1.2,3.99758,-12.70145,-30.91599,96.98594,1.6031600000000001,11.47852,-50.60805,30.78919,-3.63594,12.04805,-21.74629,8.02078,300.0
24,50.0,2,22,33,21,-1.2,3.6703900000000003,-12.570789999999999,-31.65036,102.56465,1.93114,12.61135,-50.60863,25.64712,-3.9014800000000003,13.280470000000001,-16.05505,8.022160000000001,100.0
24,50.0,2,22,48,22,-1.2,3.6697800000000003,-13.00256,-31.618509999999997,102.62394,1.89441,12.54481,-50.74698,25.6464,-3.88289,13.221689999999999,-16.41526,8.02267,100.0
24,50.0,2,22,78,23,-1.2,3.6719199999999996,-13.659120000000001,-31.6382,101.64656,1.83992,12.4464,-50.96516,25.64893,-3.88121,13.135229999999998,-17.00625,8.02095,100.0
24,50.0,2,52,33,145,-1.2,3.9784699999999997,-12.14453,-31.588379999999997,96.29438,1.7784099999999998,12.1604,-51.003609999999995,25.99716,-3.70575,12.742,-16.30126,8.01845,100.0
24,50.0,2,52,48,24,-1.2,3.94266,-12.73135,-31.565690000000004,100.15262,1.7259,11.97481,-51.21516,25.95789,-3.65887,12.55595,-16.82897,8.01769,100.0
24,50.0,2,52,78,25,-1.2,3.9364,-14.10336,-31.58255,97.57871999999999,1.63657,11.713510000000001,-50.1974,25.95099,-3.5963800000000004,12.32443,-17.39095,8.01673,100.0
24,50.0,4,22,33,26,-1.2,3.97165,-9.24499,-31.202309999999997,108.52685,1.89104,12.39766,-50.92695,29.000009999999996,-3.79055,12.8956,-17.21999,8.01515,200.0
24,50.0,4,22,48,27,-1.2,3.9748900000000003,-10.238760000000001,-31.190140000000003,108.59103,1.82493,12.288310000000001,-51.141329999999996,29.00355,-3.8002300000000004,12.80002,-17.81482,8.02407,200.0
24,50.0,4,22,78,28,-1.2,3.9968199999999996,-11.45538,-31.236990000000002,102.90558,1.72357,12.09597,-51.54733,29.02745,-3.76825,12.65208,-19.24915,8.016639999999999,200.0
24,50.0,4,52,33,146,-1.2,4.000859999999999,-11.453610000000001,-31.17019,99.47973,1.80872,12.10338,-51.41745,29.03183,-3.66123,12.673160000000001,-18.98102,8.02122,200.0
24,50.0,4,52,48,29,-1.2,3.9700900000000003,-12.41607,-31.22131,101.6843,1.73478,11.88155,-51.54156,28.9983,-3.6311199999999997,12.46555,-19.77931,8.01356,200.0
